,北京,上海,福州,廈門
2019-10-15-06,19.12,11.68,5.31,3.72
2019-10-15-07,19.65,15.4,6.9,5.31
2019-10-15-08,20.18,15.4,6.37,7.97
2019-10-15-09,18.05,12.21,5.84,6.37
2019-10-15-10,16.99,12.21,6.37,6.37
2019-10-15-11,16.46,11.15,6.9,7.43
2019-10-15-12,13.28,10.62,6.37,8.5
2019-10-15-13,12.21,11.15,4.25,6.37
2019-10-15-14,12.74,11.68,3.72,5.31
2019-10-15-15,14.87,9.56,5.31,5.84
2019-10-15-16,15.4,10.09,5.31,6.9
2019-10-15-17,16.99,11.68,5.84,9.03
2019-10-15-18,22.83,12.21,7.43,9.03
2019-10-15-19,26.02,12.74,6.37,10.62
2019-10-15-20,29.74,13.81,6.9,10.09
2019-10-15-21,28.14,14.34,7.43,9.56
2019-10-15-22,28.14,15.4,7.43,9.56
2019-10-15-23,28.14,20.18,7.97,7.43
2019-10-16-00,28.14,21.24,6.9,5.84
2019-10-16-01,26.55,22.83,6.37,4.78
2019-10-16-02,26.55,23.36,6.37,4.78
2019-10-16-03,24.96,22.83,5.84,4.78
2019-10-16-04,22.83,26.55,5.84,3.72
2019-10-16-05,22.3,30.27,5.31,3.72
2019-10-16-06,22.83,34.52,5.84,4.78
2019-10-16-07,23.9,36.64,7.43,8.5
2019-10-16-08,23.36,33.45,7.97,10.62
2019-10-16-09,22.83,20.71,6.9,6.9
2019-10-16-10,23.36,14.87,5.84,5.31
2019-10-16-11,23.36,13.81,4.78,4.78
2019-10-16-12,16.99,12.21,4.25,3.72
2019-10-16-13,14.34,12.21,3.72,2.66
2019-10-16-14,14.87,12.74,3.72,2.12
2019-10-16-15,19.12,14.34,4.25,2.66
2019-10-16-16,23.9,15.93,4.78,3.72
2019-10-16-17,29.2,15.93,6.37,5.31
2019-10-16-18,31.86,16.99,7.43,7.43
2019-10-16-19,28.67,18.05,7.97,10.09
2019-10-16-20,27.08,15.93,7.97,10.62
2019-10-16-21,27.61,16.99,9.03,14.34
2019-10-16-22,28.67,20.71,10.09,16.46
2019-10-16-23,28.67,22.83,8.5,16.99
2019-10-17-00,28.67,23.36,11.68,12.74
2019-10-17-01,28.14,22.83,10.09,8.5
2019-10-17-02,27.08,19.12,11.15,6.9
2019-10-17-03,26.02,18.05,11.68,6.37
2019-10-17-04,26.02,18.58,8.5,8.5
2019-10-17-05,24.96,21.24,7.97,7.43
2019-10-17-06,23.36,21.77,7.97,9.03
2019-10-17-07,22.3,23.36,9.56,18.58
2019-10-17-08,22.83,24.96,9.03,12.21
2019-10-17-09,23.36,21.24,6.9,7.97
2019-10-17-10,24.96,17.52,4.78,4.78
2019-10-17-11,26.55,16.46,4.25,4.25
2019-10-17-12,29.2,15.93,4.25,3.72
2019-10-17-13,31.33,16.46,3.72,3.19
2019-10-17-14,31.33,16.46,4.25,3.19
2019-10-17-15,30.8,15.93,4.78,3.19
2019-10-17-16,32.39,19.65,6.37,3.72
2019-10-17-17,32.39,22.83,6.37,5.31
2019-10-17-18,29.74,24.96,6.9,5.84
2019-10-17-19,27.61,23.36,6.37,5.84
2019-10-17-20,26.02,21.24,6.9,6.37
2019-10-17-21,27.61,20.18,7.43,8.5
2019-10-17-22,26.55,23.36,9.03,7.97
2019-10-17-23,26.55,35.05,6.37,9.56
2019-10-18-00,24.43,36.64,5.84,11.68
2019-10-18-01,23.36,35.05,6.9,8.5
2019-10-18-02,21.24,28.14,5.84,6.37
2019-10-18-03,20.18,21.77,5.31,5.31
2019-10-18-04,18.05,20.71,5.84,3.72
2019-10-18-05,16.46,21.24,6.9,4.25
2019-10-18-06,16.46,24.43,7.43,5.31
2019-10-18-07,17.52,30.8,7.43,8.5
2019-10-18-08,20.18,30.27,10.09,10.62
2019-10-18-09,24.43,19.12,9.56,7.97
2019-10-18-10,28.67,12.21,6.37,5.84
2019-10-18-11,29.74,11.15,5.84,5.31
2019-10-18-12,28.14,11.68,6.9,3.19
2019-10-18-13,23.36,12.74,6.9,3.19
2019-10-18-14,18.05,10.62,7.97,2.66
2019-10-18-15,16.46,11.15,7.43,3.72
2019-10-18-16,15.93,12.21,8.5,3.72
2019-10-18-17,17.52,13.81,11.15,4.78
2019-10-18-18,21.77,15.93,10.62,6.37
2019-10-18-19,27.61,18.58,9.56,7.43
2019-10-18-20,29.2,19.65,9.56,7.43
2019-10-18-21,29.2,21.24,8.5,6.9
2019-10-18-22,29.2,22.3,7.97,6.9
2019-10-18-23,28.67,23.9,7.43,6.37
2019-10-19-00,26.55,22.83,7.43,6.9
2019-10-19-01,26.55,24.96,7.97,7.43
2019-10-19-02,27.61,29.74,7.97,6.9
2019-10-19-03,25.49,31.33,7.43,6.37
2019-10-19-04,23.9,30.8,9.03,4.25
2019-10-19-05,23.9,32.92,11.15,3.72
2019-10-19-06,24.96,39.29,11.68,4.25
2019-10-19-07,24.43,44.6,16.46,7.43
2019-10-19-08,24.96,44.6,15.93,9.56
2019-10-19-09,29.2,35.58,10.62,9.56
2019-10-19-10,31.86,20.18,6.9,8.5
2019-10-19-11,30.8,14.87,6.9,4.78
2019-10-19-12,28.67,13.28,6.37,4.25
2019-10-19-13,28.14,12.74,6.37,3.19
2019-10-19-14,27.61,13.28,6.37,3.72
2019-10-19-15,28.67,12.74,7.43,3.19
2019-10-19-16,31.86,14.34,8.5,4.25
2019-10-19-17,31.33,17.52,10.09,5.84
2019-10-19-18,33.98,20.18,9.03,5.84
2019-10-19-19,37.7,19.65,7.43,7.43
2019-10-19-20,40.36,20.18,6.9,10.09
2019-10-19-21,40.89,23.36,7.43,9.56
2019-10-19-22,40.89,27.08,9.56,10.09
2019-10-19-23,41.42,32.39,9.03,9.56
2019-10-20-00,35.58,38.76,9.56,7.97
2019-10-20-01,31.86,41.95,9.56,6.37
2019-10-20-02,34.52,46.2,11.15,4.25
2019-10-20-03,32.39,49.38,12.74,3.72
2019-10-20-04,29.2,49.38,13.28,3.19
2019-10-20-05,26.02,49.38,12.21,3.72
2019-10-20-06,25.49,49.91,10.62,4.78
2019-10-20-07,24.96,49.38,13.81,7.43
2019-10-20-08,26.02,50.44,14.87,7.97
2019-10-20-09,27.61,26.02,10.62,6.37
2019-10-20-10,19.65,14.34,7.43,5.31
2019-10-20-11,11.68,13.28,5.84,4.78
2019-10-20-12,5.84,13.28,6.37,3.72
2019-10-20-13,5.84,13.28,5.84,3.19
2019-10-20-14,6.9,13.28,5.31,3.19
2019-10-20-15,7.43,14.34,6.9,3.72
2019-10-20-16,9.03,16.46,9.56,4.25
2019-10-20-17,13.28,19.12,9.56,4.78
2019-10-20-18,21.77,20.71,9.56,6.37
2019-10-20-19,28.14,19.65,9.03,7.97
2019-10-20-20,30.8,21.24,9.56,7.43
2019-10-20-21,33.45,22.83,10.09,8.5
2019-10-20-22,31.33,24.43,11.68,9.56
2019-10-20-23,27.08,24.43,14.34,10.62
2019-10-21-00,22.83,23.36,13.81,10.09
2019-10-21-01,21.77,23.36,12.21,9.03
2019-10-21-02,19.65,24.43,12.74,6.9
2019-10-21-03,19.65,26.55,12.74,6.37
2019-10-21-04,20.71,31.33,13.28,5.84
2019-10-21-05,21.24,34.52,12.21,5.84
2019-10-21-06,22.83,37.17,12.74,7.97
2019-10-21-07,22.3,48.85,12.74,11.15
2019-10-21-08,21.77,43.54,18.05,13.81
2019-10-21-09,20.18,19.65,14.87,8.5
2019-10-21-10,17.52,14.34,11.15,9.03
2019-10-21-11,16.46,13.81,6.9,5.84
2019-10-21-12,15.4,13.81,6.37,4.78
2019-10-21-13,15.4,14.34,6.37,3.19
2019-10-21-14,14.87,13.81,7.43,3.19
2019-10-21-15,15.4,14.34,7.97,3.72
2019-10-21-16,16.46,15.93,9.56,4.25
2019-10-21-17,20.18,18.05,12.21,6.37
2019-10-21-18,29.2,20.71,14.87,6.9
2019-10-21-19,36.64,20.71,13.28,6.9
2019-10-21-20,38.76,20.18,11.15,6.37
2019-10-21-21,37.17,22.3,12.21,5.84
2019-10-21-22,35.58,27.61,15.4,7.97
2019-10-21-23,34.52,32.39,17.52,9.56
2019-10-22-00,33.45,36.11,20.18,12.21
2019-10-22-01,31.33,41.95,19.65,15.4
2019-10-22-02,30.8,40.89,18.05,11.68
2019-10-22-03,29.74,35.58,12.21,7.97
2019-10-22-04,27.08,42.48,12.21,6.9
2019-10-22-05,25.49,48.85,10.09,5.84
2019-10-22-06,26.02,50.98,10.62,7.43
2019-10-22-07,24.96,54.69,13.28,17.52
2019-10-22-08,23.9,52.57,12.74,18.58
2019-10-22-09,23.9,34.52,12.21,15.4
2019-10-22-10,22.3,18.58,10.09,9.56
2019-10-22-11,21.77,14.87,7.97,5.31
2019-10-22-12,21.24,14.34,7.97,4.25
2019-10-22-13,22.3,14.34,6.9,3.19
2019-10-22-14,24.43,13.81,6.9,2.66
2019-10-22-15,28.14,14.87,6.9,3.19
2019-10-22-16,31.86,17.52,6.9,3.19
2019-10-22-17,33.98,20.18,9.56,4.78
2019-10-22-18,40.89,22.3,12.21,5.31
2019-10-22-19,45.14,23.9,12.21,6.9
2019-10-22-20,47.26,26.55,12.21,6.9
2019-10-22-21,49.38,27.61,11.15,6.37
2019-10-22-22,46.73,33.98,12.21,5.84
2019-10-22-23,43.54,39.29,13.28,5.84
2019-10-23-00,41.95,40.89,14.34,7.97
2019-10-23-01,40.36,29.74,13.28,11.15
2019-10-23-02,38.23,23.36,10.09,7.43
2019-10-23-03,35.05,22.3,14.34,5.84
2019-10-23-04,32.92,22.3,12.21,9.56
2019-10-23-05,32.92,23.36,10.62,11.15
2019-10-23-06,32.92,29.74,9.56,12.21
2019-10-23-07,31.86,43.54,10.09,18.58
2019-10-23-08,30.27,43.01,12.21,24.43
2019-10-23-09,31.33,35.58,11.68,10.62
2019-10-23-10,29.74,21.24,9.03,7.97
2019-10-23-11,28.67,16.99,9.03,5.31
2019-10-23-12,26.02,13.81,9.56,4.25
2019-10-23-13,23.36,12.74,7.43,3.19
2019-10-23-14,21.24,12.21,7.97,2.12
2019-10-23-15,20.71,12.74,12.21,2.66
2019-10-23-16,20.71,14.87,10.62,3.19
2019-10-23-17,26.02,15.93,12.21,4.78
2019-10-23-18,34.52,18.05,11.68,8.5
2019-10-23-19,48.32,18.58,10.09,13.28
2019-10-23-20,56.29,19.65,11.15,15.4
2019-10-23-21,61.07,22.3,12.21,15.93
2019-10-23-22,59.47,25.49,12.74,17.52
2019-10-23-23,53.1,28.14,13.81,16.99
2019-10-24-00,53.1,29.2,13.28,15.4
2019-10-24-01,51.51,30.27,13.28,15.4
2019-10-24-02,49.91,29.2,12.21,13.28
2019-10-24-03,48.32,29.74,13.28,12.74
2019-10-24-04,45.14,28.14,11.68,8.5
2019-10-24-05,46.73,28.14,11.15,6.9
2019-10-24-06,44.07,28.14,9.56,6.9
2019-10-24-07,40.36,29.2,10.09,11.15
2019-10-24-08,40.36,29.2,12.21,13.28
2019-10-24-09,46.2,21.77,13.28,12.74
2019-10-24-10,48.85,16.46,10.09,13.28
2019-10-24-11,45.67,15.4,7.97,7.97
2019-10-24-12,46.2,13.81,7.97,5.84
2019-10-24-13,30.27,13.81,6.37,4.25
2019-10-24-14,10.09,13.81,6.9,3.19
2019-10-24-15,9.03,13.28,9.03,4.78
2019-10-24-16,7.43,14.34,9.56,4.78
2019-10-24-17,6.9,15.93,10.62,5.84
2019-10-24-18,6.9,19.12,11.15,8.5
2019-10-24-19,6.9,23.36,10.09,7.97
2019-10-24-20,6.37,24.96,12.21,7.43
2019-10-24-21,5.31,26.02,12.74,6.9
2019-10-24-22,5.31,30.27,11.68,6.37
2019-10-24-23,5.31,35.05,12.21,7.43
2019-10-25-00,5.84,33.45,10.62,7.43
2019-10-25-01,5.84,33.98,11.68,6.37
2019-10-25-02,6.37,35.58,11.15,10.09
2019-10-25-03,7.43,36.11,7.97,7.97
2019-10-25-04,7.43,38.23,6.9,7.43
2019-10-25-05,7.97,37.7,7.43,5.84
2019-10-25-06,8.5,40.89,7.43,5.84
2019-10-25-07,10.62,44.6,9.56,9.03
2019-10-25-08,11.15,41.95,13.81,13.28
2019-10-25-09,7.97,31.33,12.21,9.03
2019-10-25-10,5.84,21.24,10.62,7.43
2019-10-25-11,5.31,18.58,9.03,6.9
2019-10-25-12,5.31,18.58,11.68,6.37
2019-10-25-13,4.78,18.05,12.74,4.78
2019-10-25-14,5.31,16.99,9.03,3.72
2019-10-25-15,5.84,18.58,9.03,3.72
2019-10-25-16,6.9,21.24,10.09,4.78
2019-10-25-17,9.03,25.49,12.74,7.43
2019-10-25-18,16.99,24.43,14.34,9.03
2019-10-25-19,26.02,22.83,14.34,8.5
2019-10-25-20,28.67,20.18,12.74,7.43
2019-10-25-21,27.61,19.12,12.74,7.43
2019-10-25-22,28.14,20.18,12.21,6.37
2019-10-25-23,27.08,19.65,13.81,6.37
2019-10-26-00,25.49,18.05,12.21,7.97
2019-10-26-01,24.96,16.46,9.56,7.97
2019-10-26-02,24.43,13.81,8.5,8.5
2019-10-26-03,23.36,11.68,8.5,5.84
2019-10-26-04,22.83,11.15,6.9,5.31
2019-10-26-05,22.3,10.62,5.84,4.78
2019-10-26-06,22.83,12.74,5.84,4.78
2019-10-26-07,21.77,14.34,6.37,7.43
2019-10-26-08,21.77,15.4,8.5,11.15
2019-10-26-09,22.3,14.34,10.09,9.56
2019-10-26-10,20.18,13.81,10.62,9.56
2019-10-26-11,19.12,14.34,9.56,9.03
2019-10-26-12,21.24,14.87,8.5,7.97
2019-10-26-13,19.65,14.87,7.97,7.43
2019-10-26-14,18.05,14.34,8.5,5.31
2019-10-26-15,18.58,15.4,10.09,5.84
2019-10-26-16,20.71,15.93,10.62,6.9
2019-10-26-17,22.83,17.52,12.21,7.43
2019-10-26-18,29.2,18.58,10.62,7.97
2019-10-26-19,33.98,19.12,10.09,6.9
2019-10-26-20,35.05,21.24,10.62,8.5
2019-10-26-21,33.98,23.9,10.62,7.97
2019-10-26-22,32.92,20.71,10.09,6.9
2019-10-26-23,32.39,18.05,10.62,6.37
2019-10-27-00,30.8,18.58,12.21,6.37
2019-10-27-01,29.74,21.24,11.68,7.97
2019-10-27-02,28.14,19.12,10.09,6.9
2019-10-27-03,27.08,18.58,10.09,6.9
2019-10-27-04,26.02,18.05,9.56,5.84
2019-10-27-05,26.02,18.05,9.56,4.78
2019-10-27-06,27.61,22.3,9.56,4.78
2019-10-27-07,27.61,27.08,10.62,5.84
2019-10-27-08,24.96,27.08,13.28,7.97
2019-10-27-09,23.9,23.9,16.46,9.56
2019-10-27-10,23.36,20.18,18.05,10.62
2019-10-27-11,22.83,18.58,18.05,10.62
2019-10-27-12,24.43,15.93,15.93,11.15
2019-10-27-13,24.96,14.87,14.87,11.15
2019-10-27-14,26.02,17.52,11.15,8.5
2019-10-27-15,27.61,19.65,11.15,8.5
2019-10-27-16,26.55,24.96,11.15,10.62
2019-10-27-17,30.27,28.14,11.15,9.56
2019-10-27-18,34.52,36.64,11.68,13.28
2019-10-27-19,41.95,44.6,11.15,11.15
2019-10-27-20,45.67,48.85,12.74,9.03
2019-10-27-21,46.2,49.38,15.4,7.43
2019-10-27-22,44.6,49.38,15.4,6.37
2019-10-27-23,43.01,48.85,12.74,6.37
2019-10-28-00,41.95,46.73,10.62,9.03
2019-10-28-01,39.29,46.73,9.03,9.56
2019-10-28-02,39.29,45.14,9.56,10.09
2019-10-28-03,26.55,42.48,10.09,10.62
2019-10-28-04,6.37,41.42,9.03,10.62
2019-10-28-05,3.19,40.89,8.5,12.74
2019-10-28-06,3.72,40.89,9.03,18.58
2019-10-28-07,4.25,40.36,10.09,21.24
2019-10-28-08,5.31,40.89,13.28,20.71
2019-10-28-09,4.78,33.98,14.87,18.58
2019-10-28-10,4.25,29.74,14.34,19.65
2019-10-28-11,3.72,28.14,13.81,19.12
2019-10-28-12,3.72,24.96,14.87,16.46
2019-10-28-13,3.72,26.02,10.62,12.74
2019-10-28-14,3.72,25.49,10.09,12.21
2019-10-28-15,3.72,26.02,10.62,9.03
2019-10-28-16,3.72,27.61,12.74,7.43
2019-10-28-17,5.31,32.39,14.87,9.56
2019-10-28-18,7.43,39.29,14.34,9.03
2019-10-28-19,9.56,52.57,12.74,9.56
2019-10-28-20,11.15,60.53,10.62,6.37
2019-10-28-21,12.21,60.53,12.74,6.9
2019-10-28-22,15.4,57.35,12.74,9.03
2019-10-28-23,18.05,53.1,12.74,10.09
2019-10-29-00,21.24,52.57,14.87,10.09
2019-10-29-01,22.3,52.04,13.28,11.68
2019-10-29-02,23.9,49.91,11.68,11.68
2019-10-29-03,26.55,47.26,8.5,16.46
2019-10-29-04,27.08,45.14,6.9,12.74
2019-10-29-05,24.43,45.14,7.43,12.21
2019-10-29-06,22.83,46.2,7.43,11.15
2019-10-29-07,26.02,48.32,7.97,12.74
2019-10-29-08,24.96,50.44,10.62,15.4
2019-10-29-09,25.49,53.1,11.68,18.05
2019-10-29-10,23.36,50.98,11.68,15.93
2019-10-29-11,21.77,41.42,10.09,13.28
2019-10-29-12,22.3,30.27,7.43,7.43
2019-10-29-13,22.83,23.36,5.84,4.78
2019-10-29-14,22.83,18.58,7.43,4.25
2019-10-29-15,21.77,18.05,7.97,5.31
2019-10-29-16,21.77,16.99,9.03,6.37
2019-10-29-17,25.49,20.71,11.15,6.9
2019-10-29-18,32.92,25.49,13.81,9.03
2019-10-29-19,40.89,26.02,13.81,9.03
2019-10-29-20,44.07,27.61,15.93,12.21
2019-10-29-21,43.54,31.86,16.99,14.87
2019-10-29-22,42.48,40.36,18.05,15.4
2019-10-29-23,40.89,47.79,19.65,16.46
2019-10-30-00,40.89,52.57,20.18,12.74
2019-10-30-01,37.17,53.63,19.65,9.03
2019-10-30-02,33.98,52.04,18.05,7.43
2019-10-30-03,32.39,50.98,16.99,5.84
2019-10-30-04,31.86,52.04,15.93,5.31
2019-10-30-05,30.27,53.1,16.46,3.72
2019-10-30-06,29.74,52.04,13.81,3.72
2019-10-30-07,31.33,53.1,15.4,7.97
2019-10-30-08,31.86,56.82,20.71,10.09
2019-10-30-09,32.39,41.42,18.58,7.43
2019-10-30-10,31.33,34.52,10.62,5.84
2019-10-30-11,30.27,31.86,9.03,4.78
2019-10-30-12,31.86,28.14,8.5,4.78
2019-10-30-13,35.05,30.27,7.97,5.31
2019-10-30-14,38.76,33.98,7.43,4.78
2019-10-30-15,38.76,35.05,8.5,5.31
2019-10-30-16,38.76,38.23,7.97,6.37
2019-10-30-17,45.14,38.23,7.97,9.56
2019-10-30-18,52.57,32.92,9.03,12.74
2019-10-30-19,55.76,36.11,8.5,16.46
2019-10-30-20,54.16,37.17,9.56,15.4
2019-10-30-21,52.04,41.42,10.09,16.46
2019-10-30-22,48.32,40.89,10.62,12.74
2019-10-30-23,47.79,39.29,11.15,9.56
2019-10-31-00,45.14,37.7,10.62,7.43
2019-10-31-01,42.48,38.23,9.56,6.37
2019-10-31-02,39.29,41.95,10.09,4.78
2019-10-31-03,38.23,39.83,12.21,3.72
2019-10-31-04,39.29,38.76,12.21,4.25
2019-10-31-05,37.7,38.23,12.21,4.78
2019-10-31-06,35.58,39.29,10.62,7.43
2019-10-31-07,36.11,45.67,11.15,13.28
2019-10-31-08,36.64,53.1,16.46,16.99
2019-10-31-09,32.39,41.42,18.05,15.4
2019-10-31-10,27.61,30.8,19.12,13.28
2019-10-31-11,17.52,27.61,12.74,7.43
2019-10-31-12,12.74,24.96,9.03,5.31
2019-10-31-13,9.03,23.9,7.43,5.31
2019-10-31-14,8.5,23.9,8.5,4.25
2019-10-31-15,9.03,25.49,9.56,5.31
2019-10-31-16,9.56,27.61,10.62,7.97
2019-10-31-17,19.65,31.33,12.74,11.15
2019-10-31-18,39.83,33.45,14.87,15.4
2019-10-31-19,46.2,36.11,13.28,16.99
2019-10-31-20,45.67,40.36,13.28,17.52
2019-10-31-21,45.67,44.6,10.62,18.05
2019-10-31-22,44.07,44.6,9.03,20.18
2019-10-31-23,42.48,46.2,7.97,21.24
2019-11-01-00,39.83,47.26,8.5,15.93
2019-11-01-01,38.23,45.67,9.56,14.87
2019-11-01-02,35.58,46.2,9.03,11.68
2019-11-01-03,36.11,44.07,10.09,6.9
2019-11-01-04,35.05,43.01,12.21,5.84
2019-11-01-05,31.33,43.01,12.74,6.37
2019-11-01-06,30.8,45.67,12.74,6.9
2019-11-01-07,29.74,48.32,15.4,14.34
2019-11-01-08,30.8,49.38,19.65,15.93
2019-11-01-09,30.27,40.89,18.58,11.15
2019-11-01-10,28.14,36.64,9.56,10.09
2019-11-01-11,23.36,30.27,7.43,11.15
2019-11-01-12,21.77,19.12,6.9,7.97
2019-11-01-13,21.77,13.81,5.84,5.84
2019-11-01-14,19.12,13.81,6.37,4.78
2019-11-01-15,17.52,15.4,6.9,4.78
2019-11-01-16,18.05,18.58,6.37,6.37
2019-11-01-17,20.18,22.3,6.37,7.43
2019-11-01-18,25.49,30.27,6.9,9.03
2019-11-01-19,28.14,38.23,6.37,12.21
2019-11-01-20,25.49,39.29,6.37,12.21
2019-11-01-21,24.96,41.42,6.37,12.21
2019-11-01-22,26.55,45.67,6.37,12.21
2019-11-01-23,27.08,50.98,6.9,10.62
2019-11-02-00,29.2,51.51,5.84,9.03
2019-11-02-01,30.27,50.44,5.84,7.97
2019-11-02-02,31.33,50.98,7.43,6.37
2019-11-02-03,32.39,49.38,8.5,3.72
2019-11-02-04,30.8,47.26,9.56,3.72
2019-11-02-05,31.33,49.91,12.21,3.72
2019-11-02-06,32.39,57.88,8.5,6.37
2019-11-02-07,30.8,60.0,9.03,14.34
2019-11-02-08,30.27,60.53,10.62,18.58
2019-11-02-09,30.8,40.36,8.5,11.15
2019-11-02-10,29.2,26.55,5.84,5.84
2019-11-02-11,28.14,21.24,4.25,3.72
2019-11-02-12,28.14,17.52,3.72,3.19
2019-11-02-13,28.14,14.87,3.72,3.19
2019-11-02-14,26.02,13.28,3.72,2.12
2019-11-02-15,23.9,13.81,4.78,3.19
2019-11-02-16,23.36,16.46,5.84,3.19
2019-11-02-17,25.49,21.24,8.5,4.78
2019-11-02-18,25.49,24.43,10.09,6.9
2019-11-02-19,24.43,24.43,8.5,7.43
2019-11-02-20,25.49,23.36,9.56,9.03
2019-11-02-21,22.83,20.71,10.62,12.21
2019-11-02-22,21.77,21.24,9.56,13.28
2019-11-02-23,20.18,19.65,9.56,16.99
2019-11-03-00,19.65,19.12,8.5,12.74
2019-11-03-01,19.65,18.58,7.97,13.28
2019-11-03-02,19.65,20.71,10.09,14.87
2019-11-03-03,18.05,20.18,12.21,13.28
2019-11-03-04,16.99,17.52,10.09,11.68
2019-11-03-05,16.46,19.65,7.43,12.21
2019-11-03-06,14.34,24.96,9.03,14.34
2019-11-03-07,15.4,26.02,12.74,15.4
2019-11-03-08,16.99,23.9,14.34,16.46
2019-11-03-09,16.46,21.24,10.62,11.15
2019-11-03-10,14.87,19.65,7.97,6.9
2019-11-03-11,12.74,18.05,7.97,5.84
2019-11-03-12,12.21,15.93,5.84,6.37
2019-11-03-13,10.62,13.81,5.31,4.78
2019-11-03-14,10.09,13.81,5.84,4.25
2019-11-03-15,10.62,13.28,6.37,4.78
2019-11-03-16,12.21,14.34,6.37,4.78
2019-11-03-17,15.4,15.93,9.03,6.37
2019-11-03-18,22.83,17.52,11.68,7.43
2019-11-03-19,27.08,15.4,10.62,9.56
2019-11-03-20,27.61,16.99,10.62,11.15
2019-11-03-21,27.08,19.65,10.09,11.68
2019-11-03-22,27.08,22.83,9.56,10.62
2019-11-03-23,26.55,23.9,9.03,9.03
2019-11-04-00,24.96,21.24,8.5,6.9
2019-11-04-01,22.3,19.12,8.5,6.9
2019-11-04-02,22.83,16.99,7.43,8.5
2019-11-04-03,21.24,15.93,7.43,6.9
2019-11-04-04,22.83,16.99,7.43,6.37
2019-11-04-05,21.77,19.65,8.5,4.78
2019-11-04-06,20.71,22.83,8.5,4.25
2019-11-04-07,20.18,27.08,13.81,6.37
2019-11-04-08,18.58,28.67,18.58,9.56
2019-11-04-09,19.12,19.65,13.28,6.9
2019-11-04-10,19.12,14.34,7.43,4.78
2019-11-04-11,19.65,13.81,6.37,4.25
2019-11-04-12,23.36,13.28,5.84,4.25
2019-11-04-13,23.36,13.28,5.84,3.72
2019-11-04-14,26.55,12.74,5.84,3.72
2019-11-04-15,24.43,13.28,6.9,4.78
2019-11-04-16,21.77,13.28,6.9,6.9
2019-11-04-17,23.36,14.87,6.9,8.5
2019-11-04-18,29.74,16.99,6.9,9.56
2019-11-04-19,32.39,17.52,8.5,10.62
2019-11-04-20,32.92,18.58,7.97,10.62
2019-11-04-21,34.52,18.05,8.5,9.03
2019-11-04-22,33.45,18.58,7.97,7.97
2019-11-04-23,32.39,18.58,6.9,7.43
2019-11-05-00,30.27,17.52,6.37,4.78
2019-11-05-01,28.14,16.99,6.9,3.72
2019-11-05-02,26.55,14.87,6.9,3.72
2019-11-05-03,24.96,14.87,10.09,3.72
2019-11-05-04,23.9,15.4,7.43,3.19
2019-11-05-05,21.24,17.52,5.84,3.19
2019-11-05-06,20.71,23.36,5.84,4.25
2019-11-05-07,20.71,31.86,7.43,9.03
2019-11-05-08,23.9,33.45,9.56,10.09
2019-11-05-09,22.3,22.83,7.97,5.31
2019-11-05-10,15.93,14.34,6.37,4.78
2019-11-05-11,15.4,12.74,5.84,4.78
2019-11-05-12,17.52,12.74,5.31,4.78
2019-11-05-13,20.18,12.21,5.31,4.25
2019-11-05-15,23.9,11.68,6.37,3.72
2019-11-05-16,23.36,12.21,6.37,5.84
2019-11-05-17,23.9,14.34,8.5,8.5
2019-11-05-18,28.67,19.12,9.03,9.03
2019-11-05-19,29.2,19.65,7.97,8.5
2019-11-05-20,24.96,19.65,9.56,7.97
2019-11-05-21,22.3,21.24,12.21,7.97
2019-11-05-22,21.77,23.9,11.15,7.43
2019-11-05-23,21.24,26.55,9.56,9.56
2019-11-06-00,21.77,29.2,7.97,6.37
2019-11-06-01,22.83,28.14,7.97,4.78
2019-11-06-02,24.43,26.55,8.5,4.25
2019-11-06-03,24.43,27.61,6.9,2.66
2019-11-06-04,28.67,27.61,9.03,2.12
2019-11-06-05,29.74,25.49,10.62,2.66
2019-11-06-06,29.2,29.2,9.03,3.19
2019-11-06-07,29.74,37.7,11.68,6.37
2019-11-06-08,29.74,36.64,13.28,10.09
2019-11-06-09,29.2,22.3,11.68,7.97
2019-11-06-10,28.67,17.52,7.97,6.37
2019-11-06-11,28.67,15.93,6.37,4.78
2019-11-06-12,29.2,14.34,5.84,3.72
2019-11-06-13,29.2,12.74,5.31,3.72
2019-11-06-14,30.27,13.81,4.78,3.19
2019-11-06-15,32.92,15.93,5.31,3.72
2019-11-06-16,34.52,18.58,5.84,4.25
2019-11-06-17,36.64,20.71,7.43,6.37
2019-11-06-18,39.83,23.36,8.5,9.03
2019-11-06-19,40.36,25.49,9.56,9.56
2019-11-06-20,38.76,28.14,8.5,11.68
2019-11-06-21,36.64,28.14,9.56,12.74
2019-11-06-22,35.58,29.2,10.09,12.21
2019-11-06-23,35.05,31.33,9.56,14.34
2019-11-07-00,32.92,30.8,7.97,12.74
2019-11-07-01,30.27,31.33,11.68,9.56
2019-11-07-02,27.61,30.27,15.93,9.03
2019-11-07-03,25.49,31.86,12.21,10.09
2019-11-07-04,23.36,32.39,11.15,12.21
2019-11-07-05,18.05,28.14,14.34,14.87
2019-11-07-06,14.34,26.02,12.21,24.43
2019-11-07-07,14.34,29.2,12.74,27.61
2019-11-07-08,13.28,32.39,17.52,24.43
2019-11-07-09,13.28,22.3,18.05,18.58
2019-11-07-10,11.15,18.05,13.28,15.4
2019-11-07-11,10.62,17.52,7.97,7.43
2019-11-07-12,10.09,16.46,7.97,3.72
2019-11-07-13,10.62,14.34,6.9,3.19
